student_id,current_level,quiz_score,time_spent_mins,ab_test_group,is_passed
1001,Beginner,95.22293739994402,99.59925835264528,Group B,1
1002,Advanced,71.94786533510826,126.9676109148301,Group B,0
1003,Intermediate,77.13483508197756,128.79217419896042,Group B,1
1004,Intermediate,59.96205953043287,98.56945745920896,Group A,0
1005,Beginner,82.22471109594886,175.9732353343427,Group B,1
1006,Beginner,82.23281795702651,134.21498762735362,Group A,1
1007,Beginner,83.22718560338089,84.26089508392054,Group A,1
1008,Advanced,53.45538112895354,122.36518046370074,Group A,0
1009,Intermediate,87.11862831503733,90.75954989318036,Group B,1
1010,Intermediate,100.0,143.61253811227357,Group B,1
1011,Beginner,83.39321581270421,154.75786737022213,Group B,1
1012,Advanced,78.03423444197882,95.37953044944868,Group A,1
1013,Advanced,83.80287983422225,148.90128387732966,Group A,1
1014,Beginner,75.98779528114164,132.38342780809495,Group A,1
1015,Beginner,82.24092481810416,144.6618047998347,Group A,1
1016,Beginner,80.12592400781794,122.36518046370074,Group A,1
1017,Beginner,80.97676098548831,112.63835651991388,Group A,1
1018,Intermediate,65.39856733593179,97.38791506927532,Group B,0
1019,Beginner,84.75361561441754,93.3145671112343,Group B,1
1020,Beginner,89.43453577295917,95.52569145103683,Group B,1
1021,Intermediate,96.37338083104248,122.36518046370074,Group B,1
1022,Beginner,89.59270826085206,130.2345592444993,Group A,1
1023,Beginner,100.0,128.30072397990057,Group A,1
1024,Beginner,77.21793463808388,144.8154974710807,Group B,1
1025,Beginner,88.72320636720679,120.39005675633722,Group A,1
1026,Intermediate,82.28826102565792,122.36518046370074,Group B,1
1027,Beginner,100.0,112.06029500286132,Group B,1
1028,Intermediate,74.20489069225374,201.60507499768855,Group B,0
1029,Intermediate,62.40417236728836,138.7700204329502,Group A,0
1030,Beginner,81.25920360465528,94.28527330751152,Group B,1
1031,Intermediate,47.60378675424323,87.87322505816664,Group B,0
1032,Beginner,77.52939796570904,134.47417245729557,Group B,1
1033,Beginner,72.40867338446301,113.29611644022448,Group A,0
1034,Advanced,73.00787572952416,141.42001482276277,Group A,0
1035,Advanced,86.9818391220429,134.19712873720636,Group B,1
1036,Advanced,100.0,117.81513262029382,Group A,1
1037,Beginner,89.5042383818605,94.59618845794785,Group A,1
1038,Beginner,74.23096344337597,74.55458325942406,Group A,0
1039,Intermediate,61.52377992977463,106.60455143798936,Group A,0
1040,Beginner,84.91919171506505,145.69196382970418,Group A,1
1041,Beginner,66.79766792979358,126.42281232390611,Group A,0
1042,Beginner,98.31458765854352,82.62783663864036,Group A,1
1043,Beginner,91.79440120721289,122.36518046370074,Group A,1
1044,Advanced,60.61648695790591,131.5595213918651,Group A,0
1045,Beginner,62.86865470909122,93.484276913966,Group A,0
1046,Intermediate,100.0,124.61175317836584,Group B,1
1047,Beginner,83.88246013129971,121.74626155338,Group B,1
1048,Intermediate,93.56724467960191,85.71089106508131,Group A,1
1049,Intermediate,56.03533494386448,130.73362081044849,Group B,0
1050,Beginner,79.40241929199799,136.82353579104702,Group B,1
1051,Advanced,70.10487399436366,152.4915372952583,Group A,0
1052,Intermediate,75.70470890647113,151.6140615610471,Group A,1
1053,Advanced,60.99869057041513,78.66991896128727,Group A,0
1054,Advanced,87.16827782310209,91.86524880254632,Group B,1
1055,Intermediate,62.838369545500605,135.4510580162598,Group B,0
1056,Advanced,67.15241029957413,135.41357852736627,Group A,0
1057,Beginner,81.20295631711899,135.45143058918143,Group A,1
1058,Beginner,85.14438834058748,235.58194471964163,Group A,1
1059,Beginner,91.0224308984081,137.126715320795,Group B,1
1060,Beginner,73.68807254118931,154.06696920541796,Group B,0
1061,Beginner,68.57200875037624,148.62005290479607,Group B,0
1062,Beginner,96.35107665363076,139.54173753917394,Group B,1
1063,Advanced,71.79487701495377,110.54192266078964,Group A,0
1064,Beginner,72.51513463443446,142.76907661479802,Group A,0
1065,Beginner,95.51151975522524,96.81524356387284,Group A,1
1066,Intermediate,74.20489069225374,112.89544179779972,Group A,0
1067,Beginner,97.00583229602204,105.4390935651269,Group B,1
1068,Advanced,75.84041519336046,122.45622418158968,Group B,1
1069,Beginner,100.0,189.43975700020525,Group A,1
1070,Advanced,100.0,63.98204422224756,Group A,1
1071,Intermediate,79.27352374997928,140.5878057112354,Group B,1
1072,Beginner,89.71570950954356,71.61852386431045,Group A,1
1073,Beginner,86.15181987906544,105.842044026317,Group B,1
1074,Advanced,97.37263115064698,152.66851790902098,Group A,1
1075,Intermediate,60.52614809129843,121.92840057286388,Group A,0
1076,Intermediate,85.29077189997659,87.66765666212082,Group A,1
1077,Intermediate,90.87636730274382,98.54088872220096,Group A,1
1078,Beginner,62.41260513576886,140.38793246804028,Group A,0
1079,Beginner,68.16741487334225,98.0890010484859,Group A,0
1080,Beginner,59.607678222399,126.49375768745924,Group A,0
1081,Advanced,71.79487701495377,121.3671551971144,Group B,0
1082,Intermediate,93.2553042219347,100.4519895718255,Group B,1
1083,Beginner,95.87679005614396,184.31832267975977,Group B,1
1084,Beginner,85.05557261603705,139.01757066954033,Group B,1
1085,Beginner,100.0,59.24572240027179,Group B,1
1086,Beginner,66.19898541785109,125.59362944308285,Group A,0
1087,Intermediate,49.44926340967268,100.14640605694836,Group A,0
1088,Intermediate,76.35176112711508,145.5730000438867,Group B,1
1089,Advanced,77.68130897878615,96.224377847019,Group A,1
1090,Beginner,83.11741914387731,116.55790675599305,Group B,1
1091,Beginner,62.10442730866958,135.1496183694137,Group B,0
1092,Intermediate,73.66319940730817,145.97265582510363,Group A,0
1093,Intermediate,74.20489069225374,83.99110778832672,Group A,0
1094,Intermediate,85.04508823245058,109.96496292477156,Group A,1
1095,Intermediate,89.00351457829996,105.75164066517132,Group B,1
1096,Beginner,70.60120213672644,100.40012302278863,Group A,0
1097,Intermediate,74.16335302624452,172.9636272084329,Group B,0
1098,Beginner,76.9509749710988,132.14945132882866,Group B,1
1099,Beginner,82.23281795702651,82.17348136994865,Group B,1
1100,Beginner,89.55142320501238,147.5358584116433,Group A,1
1101,Beginner,70.14273953664457,183.664685910379,Group A,0
1102,Intermediate,85.30259419033321,150.9739578165344,Group B,1
1103,Beginner,74.69742381627559,74.4189010213796,Group A,0
1104,Intermediate,63.10690751606484,105.47297781401248,Group A,0
1105,Advanced,67.85939280090885,158.00733447559867,Group A,0
1106,Beginner,73.59853624324671,98.76991603143658,Group B,0
1107,Beginner,80.44225606898402,133.31458284438685,Group B,1
1108,Intermediate,57.03183161116728,143.23902160288011,Group A,0
1109,Beginner,100.0,92.19208585265751,Group B,1
1110,Beginner,82.23281795702651,118.214239318146,Group A,1
1111,Beginner,73.00274492007415,30.0,Group A,0
1112,Beginner,82.13979910734221,89.2683707599713,Group A,1
1113,Advanced,67.7534390061834,112.4229554582052,Group A,0
1114,Advanced,71.79487701495377,82.56650454105451,Group B,0
1115,Intermediate,88.7318497043351,168.97233911794905,Group B,1
1116,Advanced,89.40051258584691,77.09575866118102,Group B,1
1117,Advanced,59.38997704778945,106.79866539909048,Group A,0
1118,Beginner,74.2418175935532,123.92221731858274,Group A,0
1119,Advanced,71.79487701495377,163.23819867198347,Group A,0
1120,Intermediate,46.8931024653732,76.92413546461682,Group B,0
1121,Advanced,39.69617875602896,154.8949125646488,Group A,0
1122,Advanced,100.0,120.3069918305876,Group B,1
1123,Beginner,100.0,90.55474046856148,Group B,1
1124,Beginner,84.82829921116472,133.86310422789813,Group B,1
1125,Beginner,88.60344297535786,125.9717908672041,Group B,1
1126,Beginner,89.34437275932389,101.99349368523616,Group B,1
1127,Advanced,100.0,122.36518046370074,Group B,1
1128,Advanced,92.39149822869152,108.4405920941472,Group A,1
1129,Beginner,78.72082408519233,123.40552035753744,Group A,1
1130,Intermediate,65.04780051236564,139.8639202356314,Group B,0
1131,Beginner,69.58780284190851,167.58050448436055,Group B,0
1132,Beginner,82.03463635867223,82.86553503519453,Group A,1
1133,Beginner,74.93426539438637,183.991001239688,Group B,0
1134,Beginner,72.62551694243706,61.437366014324944,Group B,0
1135,Advanced,57.06854231514947,115.4464471489325,Group A,0
1136,Beginner,73.81471569097008,122.36518046370074,Group B,0
1137,Intermediate,100.0,128.429756032051,Group B,1
1138,Intermediate,95.32261480591552,101.3190144053822,Group B,1
1139,Beginner,79.92027358683383,113.75633248928176,Group A,1
1140,Advanced,99.59888277780053,105.209971960235,Group A,1
1141,Advanced,71.54736615295236,102.31905729167366,Group A,0
1142,Beginner,74.97847060563186,145.48806291063073,Group B,0
1143,Beginner,97.41431817996944,130.71046457895142,Group B,1
1144,Beginner,85.38910043684659,99.21271214218038,Group A,1
1145,Beginner,71.51428010968763,146.9879962629975,Group B,0
1146,Beginner,84.3086331218552,129.2189856262983,Group B,1
1147,Intermediate,64.30486749423608,144.3858635651688,Group B,0
1148,Intermediate,62.76759239950369,138.88886525770835,Group B,0
1149,Beginner,90.09791665954896,95.13014967233784,Group B,1
1150,Beginner,99.0941664047013,103.19456879409093,Group A,1
1151,Advanced,50.42156126019725,142.41880815369785,Group B,0
1152,Beginner,85.62969236690572,138.31110796300393,Group A,1
1153,Beginner,78.91560924318696,119.37295218107556,Group B,1
1154,Beginner,75.12874616235304,123.51982149926346,Group A,1
1155,Advanced,62.95869529148183,158.32994687365274,Group B,0
1156,Beginner,82.23281795702651,122.36518046370074,Group A,1
1157,Intermediate,79.6379862455545,136.41292143510114,Group B,1
1158,Intermediate,62.535748253834434,113.93422042698316,Group A,0
1159,Beginner,88.50284048650252,113.46956390318338,Group B,1
1160,Intermediate,74.24642835826295,152.96330555961572,Group A,0
1161,Beginner,82.5352501264862,144.7624904696409,Group B,1
1162,Intermediate,61.386545069376034,144.40528908001914,Group A,0
1163,Intermediate,66.34843004147501,159.16436421462987,Group A,0
1164,Intermediate,93.5374721514194,122.36518046370074,Group B,1
1165,Beginner,90.23762717356789,140.4585891388489,Group B,1
1166,Advanced,50.44889510402898,110.69199730219631,Group A,0
1167,Beginner,86.29392657721601,129.72499057465328,Group B,1
1168,Beginner,87.5138712337179,116.09570836896948,Group A,1
1169,Beginner,63.30594718878629,122.90987894978154,Group A,0
1170,Intermediate,74.20489069225374,137.85471076310742,Group A,0
1171,Intermediate,69.33341919138458,95.45337950299584,Group B,0
1172,Beginner,85.70598668593159,182.7716182705638,Group A,1
1173,Intermediate,74.20489069225374,89.81947855500894,Group A,0
1174,Beginner,82.23281795702651,83.57434161636803,Group B,1
1175,Intermediate,56.20246696953668,154.74332620500203,Group B,0
1176,Beginner,82.06051268130057,143.74988081888807,Group B,1
1177,Intermediate,81.1994666816108,138.72359451156467,Group B,1
1178,Beginner,70.95683374895592,138.8503652779284,Group A,0
1179,Advanced,82.77184917554747,119.63259681459256,Group A,1
1180,Beginner,63.3847993773104,93.08236885542505,Group A,0
1181,Beginner,82.23281795702651,122.2741367458118,Group A,1
1182,Beginner,74.37636619042085,99.68514865463663,Group B,0
1183,Advanced,56.96327784395682,122.36518046370074,Group A,0
1184,Advanced,70.94797342632828,115.58827855493584,Group A,0
1185,Beginner,76.73759722341636,95.23508409622464,Group B,1
1186,Intermediate,69.23166683655262,110.3584247504102,Group A,0
1187,Advanced,90.1258561842888,132.38794362826872,Group A,1
1188,Intermediate,66.34662195715276,103.08826341588076,Group A,0
1189,Intermediate,87.53538168097712,95.33338813300703,Group A,1
1190,Beginner,68.70293145342382,127.31061634475736,Group A,0
1191,Beginner,85.29804177915283,127.34899713326168,Group A,1
1192,Advanced,100.0,104.7917047388661,Group B,1
1193,Advanced,25.603977863585,105.86885083145032,Group B,0
1194,Intermediate,63.04657116794285,126.96149812072908,Group A,0
1195,Beginner,85.7707212718054,76.55746975508028,Group A,1
1196,Beginner,83.66470955029341,77.77608676870335,Group B,1
